,00:00:00,01:00:00,02:00:00,03:00:00,04:00:00,05:00:00,06:00:00,07:00:00,08:00:00,09:00:00,10:00:00,11:00:00,12:00:00,13:00:00,14:00:00,15:00:00,16:00:00,17:00:00,18:00:00,19:00:00,20:00:00,21:00:00,22:00:00,23:00:00
00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
01:00:00,0.44174477702349796,,,,,,,,,,,,,,,,,,,,,,,
02:00:00,0.44361448619251664,0.4482910348529244,,,,,,,,,,,,,,,,,,,,,,
03:00:00,0.43239356831347886,0.436215484697252,0.45392088159824834,,,,,,,,,,,,,,,,,,,,,
04:00:00,0.4388044382618977,0.4348104695706865,0.44885340887851594,0.448002367090321,,,,,,,,,,,,,,,,,,,,
05:00:00,0.4324347997121602,0.4295760345150757,0.4382355366898706,0.4257155304146414,0.4272010191476687,,,,,,,,,,,,,,,,,,,
06:00:00,0.42942475875531394,0.4270954820198372,0.4396788578316546,0.4301632860958344,0.41998621847792994,0.42163838592503255,,,,,,,,,,,,,,,,,,
07:00:00,0.4316864700256166,0.42980302448771385,0.4433840278498768,0.43989570796227717,0.43679744140850435,0.4333102073469116,0.43951141493015666,,,,,,,,,,,,,,,,,
08:00:00,0.44396315794971786,0.4378448888395193,0.4484297822407324,0.4481239387283893,0.44232212127582327,0.44191410045877233,0.4422082125536331,0.4437772153714551,,,,,,,,,,,,,,,,
09:00:00,0.4405350526008576,0.44221024734493425,0.4451690192435302,0.4433759602954115,0.43434600198615203,0.4348242515665316,0.43196948100313576,0.4318845703296341,0.43710918115636405,,,,,,,,,,,,,,,
10:00:00,0.44726145690603564,0.44840164201403127,0.4550140836207545,0.45024382807040497,0.4456893346211411,0.4454240600601855,0.4429364793403048,0.4466105658125062,0.4511959998414839,0.468282587977913,,,,,,,,,,,,,,
11:00:00,0.44463491320196485,0.44789814302147757,0.45405630370131916,0.45386587630656666,0.44880528510120843,0.45071920080707906,0.4495817447400589,0.44975213128837765,0.45307803316633993,0.4612238221769426,0.4498970944752083,,,,,,,,,,,,,
12:00:00,0.4465917805017313,0.4475682573202671,0.45380305550161487,0.4560362404747769,0.4511479659075961,0.4537473179715953,0.4511400214230964,0.4502643621084788,0.4535893408905956,0.46073864949507787,0.4543338989054239,0.44010360916626445,,,,,,,,,,,,
13:00:00,0.44702341531066764,0.44972675209819785,0.454659188139255,0.4569769820115339,0.45311966425602096,0.45443930656391873,0.4518259475751486,0.4506077715854038,0.4547000755535711,0.4563104442542541,0.44942646982364176,0.4394387965848034,0.4381741197918525,,,,,,,,,,,
14:00:00,0.44918145726497416,0.4507448232083473,0.45882070100121614,0.4599530775649118,0.45551861974304275,0.455506336628787,0.4526838755946078,0.4542746063365434,0.4551595988259134,0.46077666837650694,0.45448783521166447,0.44863996782091137,0.44324681928440307,0.43780248499086777,,,,,,,,,,
15:00:00,0.45222773385367593,0.45539699201615663,0.4591342373737203,0.45933679606088373,0.45900616496855146,0.4602474646325014,0.45761189956520104,0.4582081160383588,0.45948796450858836,0.4633314853048597,0.45822129291211205,0.44970131979445216,0.4487830340839642,0.44237706489487877,0.4403565817989414,,,,,,,,,
16:00:00,0.4620099321047996,0.4664027951849495,0.4708277788293415,0.47154042607101887,0.47090535506040354,0.47081692296969385,0.4685961137041833,0.4679428047670143,0.46824764705252964,0.4724249850168809,0.46865831289187093,0.46360320582467474,0.4602504779830784,0.4554400424717168,0.4536041072382566,0.4659329302550505,,,,,,,,
17:00:00,0.45842968481253527,0.46191641665706795,0.46572262438554685,0.467329562820533,0.4642916388062113,0.4631764932741266,0.4621524925204546,0.46245448997672123,0.46323237784841825,0.46491005049203815,0.46357278401246704,0.45800798870671755,0.4537486933297812,0.4534363401847327,0.4539413813597046,0.45744397471575676,0.45065374085046656,,,,,,,
18:00:00,0.44504859806922137,0.4487123808029883,0.45235293442659985,0.45276299465022657,0.44975079462388895,0.44895703693341343,0.44768968449148433,0.44656765238907525,0.4492035921617613,0.44979235287051117,0.4495361312674377,0.44414943930891443,0.44279604568206377,0.4400115674061705,0.43637970307738405,0.4428161071815159,0.4388229751355876,0.4251008244907274,,,,,,
19:00:00,0.4496855943849166,0.45251524279676364,0.45641501607913426,0.4571701459059254,0.45461691360903755,0.45283081987124413,0.4500084799262365,0.44980285243745033,0.45056951184326505,0.4546285212581823,0.45363688548309616,0.44750030315589734,0.4449774677650814,0.4410482164398001,0.4367648279304833,0.44219414064293716,0.43634269924111846,0.42029087990913033,0.4231521635167724,,,,,
20:00:00,0.45560120898049544,0.4574180904645134,0.4611523377883119,0.46260896886524205,0.459314507186881,0.4583011300222337,0.4569233816120659,0.4567501209104499,0.45788070543926096,0.4618987809901125,0.4602322827929088,0.4555157732540108,0.451995898913792,0.4467687110253932,0.4440446226057705,0.44795944114673997,0.4393549347547407,0.42623307856433496,0.432091933206746,0.44445633081700553,,,,
21:00:00,0.45844579139872,0.4599268658208862,0.4632669086442177,0.46522040849119134,0.46168207820883256,0.4605376622517965,0.459283606835215,0.4588755980297856,0.46024093320912235,0.46295427668905875,0.46274495707462215,0.45699399339475394,0.45383729314821153,0.4496667659267167,0.44696692246191844,0.44894596733383124,0.44587424164369865,0.42922765261173673,0.4323189714733598,0.4430979677433102,0.4462901075316702,,,
22:00:00,0.45633164600446574,0.4571520942738587,0.46042662287111674,0.4628785707576911,0.46057668058772716,0.4604616155998382,0.45937343236722666,0.45798296508670994,0.457499927796329,0.45926509039838415,0.4602809830523596,0.45602554932921435,0.4524163623708135,0.447838687857549,0.4458191620048521,0.4482364979348389,0.44392157592044856,0.42743382725753476,0.4302948620626476,0.4363508309617772,0.4415806550620009,0.45326978881184204,,
23:00:00,0.4566871047455539,0.45838913111948837,0.46139990195705183,0.4635704055403508,0.4609874106364135,0.4604509925447761,0.46084657639888366,0.45972794088152974,0.4598186909251828,0.46210632626808607,0.46183160579324184,0.4583626679926825,0.45399594751414313,0.44791761962178284,0.4471546525292075,0.44763473736381215,0.44282322743202585,0.4250353121207594,0.4258609098565134,0.42808902210725774,0.4285162550737927,0.42578427045088724,0.41716089792031696,
